id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd02481	7-Methylguanosine 5'-phosphate	7-Methylguanosine 5'-phosphate	C11H15N5O8P	377.0	Primary Database	AOKQNZVJJXPUQA-KQYNXXCUSA-M	-1	1	0	null	0	-302.62	2.64	1:13:8.76;1:18:12.45;1:20:13.98;1:23:1.28;1:24:6.25	1:4:0.27;1:10:-4.44;1:15:-5.47;1:18:-3.85;1:20:-3.67	null	null	Name: 7-Methylguanosine 5'-phosphate; 7-methylguanosine-5'-phosphate; N7-Methyl-GMP; N7-methyl-GMP; N7-methyl-guanosine-5'-phosphate; N7-methyl-guanosine-phosphate; N7-methylguanosine 5'-phosphate|AraCyc: 7-METHYLGUANOSINE-5-PHOSPHATE|BrachyCyc: 7-METHYLGUANOSINE-5-PHOSPHATE|KEGG: C03998|MetaCyc: 7-METHYLGUANOSINE-5-PHOSPHATE|SoyCyc: 7-METHYLGUANOSINE-5-PHOSPHATE	C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	GC|EQ
cpd02482	Benzyl 2-methyl-3-oxobutanoate	Benzyl 2-methyl-3-oxobutanoate	C12H14O3	206.0	Primary Database	OKNHVWOSKITDKX-UHFFFAOYSA-N	0	1	0	null	0	69.57	0.86	1:10:10.98	1:11:-7.01;1:15:-7.91	null	null	Name: 2-methyl-3-oxo-butanoic acid benzyl ester; Benzyl 2-methyl-3-oxobutanoate; benzyl-2-methyl-3-oxobutanoate|KEGG: C04000|MetaCyc: BENZYL-2-METHYL-3-OXOBUTANOATE	CC(=O)C(C)C(=O)OCc1ccccc1	GC|EQ|EQU
cpd02483	b124tc	cis-Homoaconitate	C7H5O6	185.0	Primary Database	BJYPZFUWWJSAKC-ARJAWSKDSA-K	-3	1	0	null	0	-171.39	0.58	1:7:2.10;1:11:5.48;1:13:3.89		null	null	Name: (Z)-1,2,4-But-1-enetricarboxylic acid; (Z)-1,2,4-but-1-enetricarboxylic acid; (Z)-But-1-ene-1,2,4-tricarboxylate; (Z)-but-1-ene-1,2,4-tricarboxylate; 3-carboxyhex-2-enedioate; Homo-cis-aconitate; cis-Homoaconitate; cis-homoaconitate; homo-cis-aconitate|BiGG: b124tc; hacon_C; hacon_T|KEGG: C04002|MetaCyc: HOMO-CIS-ACONITATE|iAF692: hacon-C	O=C([O-])/C=C(/CCC(=O)[O-])C(=O)[O-]	GC|EQ|EQU
cpd02484	mi3p-D	Inositol 3-phosphate	C6H11O9P	259.0	Primary Database	INAPMGSXUVUWAF-PTQMNWPWSA-L	-2	1	0	null	0	-329.32	1.77	1:3:1.16;1:4:6.19;1:10:12.37;1:12:13.01;1:14:14.56;1:15:15.37;1:16:13.73	1:10:-3.67;1:12:-3.67;1:14:-3.65;1:15:-3.65;1:16:-3.65	null	null	Name: 1-L-myo-inositol-1-p; 1D-myo-Inositol 3-monophosphate; 1D-myo-Inositol 3-phosphate; 1D-myo-inositol (3)-monophosphate; 1D-myo-inositol 3-monophosphate; 1D-myo-inositol 3-phosphate; 1L-myo-Inositol 1-phosphate; 1L-myo-inositol 1-phosphate; D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-phosphate; D-myo-inositol (3)-monophosphate; Inositol 3-monophosphate; Inositol 3-phosphate; Ins(3)P; Ins(3)P1; Ins3P; L-myo-Inositol 1-phosphate; L-myo-inositol 1-phosphate; inositol 1-phosphate; myo-Inositol 3-monophosphate; myo-Inositol 3-phosphate; myo-inositol 1-monophosphate; myo-inositol 1-phosphate; myo-inositol phosphate|AraCyc: 1-L-MYO-INOSITOL-1-P|BiGG: mi3p__D|BrachyCyc: 1-L-MYO-INOSITOL-1-P|KEGG: C04006|MetaCyc: 1-L-MYO-INOSITOL-1-P	O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	GC|EQ|EQU
cpd02485	Flavanone 7-O-glucoside	Flavanone 7-O-glucoside	C21H22O8	402.0	Primary Database	HPMCYOSTTZQBAP-UZQFATADSA-N	0	1	0	null	0	-18.8	1.78	1:9:15.63;1:24:12.20;1:27:14.38;1:28:13.19;1:29:14.94	1:3:-4.90;1:13:-5.54;1:19:-4.21;1:24:-3.95;1:27:-3.68;1:28:-3.65;1:29:-2.98	null	null	Name: Flavanone 7-O-beta-D-glucoside; Flavanone 7-O-glucoside|KEGG: C04007	O=C1CC(c2ccccc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc21	GC|EQ|EQU
cpd02486	Glycoprotein phospho-D-mannose	Glycoprotein phospho-D-mannose	C6H10O9PR	982.0	Primary Database		-2	1	0	null	0	10000000.0	10000000.0	1:1:1.22;1:4:6.25;1:11:13.23;1:14:14.74;1:16:12.25	1:9:-4.86;1:11:-3.65;1:14:-3.68;1:15:-4.06;1:16:-3.92	null	null	Name: GLYCOPROTEIN-PHOSPHO-D-MANNOSE; Glycoprotein phospho-D-mannose; glycoprotein-phospho-D-mannose|KEGG: C04010|MetaCyc: GLYCOPROTEIN-PHOSPHO-D-MANNOSE	*O[C@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@@H]1O	GC
cpd02487	N-Acetyl-4-O-acetylneuraminate	N-Acetyl-4-O-acetylneuraminate	C13H20NO10	350.0	Primary Database	LVBIMVQYUKOENY-FODKYPIKSA-M	-1	1	0	null	0	-363.85	1.58	1:6:12.62;1:9:13.21;1:14:11.10;1:16:14.29;1:19:2.97;1:21:15.73	1:3:-4.58;1:9:-3.63;1:14:-5.17;1:16:-3.52;1:18:-1.34;1:21:-2.97	null	null	Name: N,4-O-Diacetylneuraminate; N-Acetyl-4-O-acetylneuraminate; N-acetyl-4-O-acetylneuraminate|KEGG: C04015|MetaCyc: CPD-414	CC(=O)N[C@@H]1[C@@H](OC(C)=O)C[C@@](O)(C(=O)[O-])O[C@H]1C(O)C(O)CO	GC
cpd02488	N-Acetyl-7-O-acetylneuraminate	N-Acetyl-7-O-acetylneuraminate	C13H20NO10	350.0	Primary Database	DUOKWMWKFGDUDQ-GRRZBWEESA-M	-1	1	0	null	0	-363.85	1.58	1:6:12.79;1:11:14.44;1:14:11.11;1:16:13.43;1:19:2.97;1:21:15.56	1:3:-4.58;1:11:-3.10;1:14:-5.17;1:16:-3.53;1:18:-1.34;1:21:-2.97	null	null	Name: 7-O-acetyl-N-acetylneuraminate; N,7-O-Diacetylneuraminate; N-Acetyl-7-O-acetylneuraminate; N-acetyl-7-O-acetylneuraminate|KEGG: C04016|MetaCyc: CPD-1803	CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)[O-])O[C@H]1[C@H](OC(C)=O)[C@H](O)CO	GC
cpd02489	N-Acetyl-9-O-acetylneuraminate	N-Acetyl-9-O-acetylneuraminate	C13H20NO10	350.0	Primary Database	NYWZBRWKDRMPAS-GYQVTDHRSA-M	-1	1	0	null	0	-363.85	1.58	1:6:12.63;1:9:13.21;1:11:14.71;1:14:11.11;1:16:14.13;1:19:2.84	1:3:-4.58;1:9:-3.63;1:11:-3.10;1:14:-5.17;1:16:-3.53;1:18:-1.34	null	null	Name: N,9-O-Diacetylneuraminate; N-Acetyl-9-O-acetylneuraminate; N-acetyl-9-O-acetylneuraminate|KEGG: C04017|MetaCyc: N-ACETYL-9-O-ACETYLNEURAMINATE	CC(=O)N[C@@H]1C(O)C[C@@](O)(C(=O)[O-])OC1[C@@H](O)C(O)COC(C)=O	GC
cpd02490	Lysopine	Lysopine	C9H18N2O4	218.0	Primary Database	ZZYYVZYAZCMNPG-RQJHMYQMSA-N	0	1	0	null	0	20.4	1.16	1:8:2.90;1:13:3.61	1:1:10.44;1:10:9.82	null	null	Name: (R)-N(2)-(1-carboxyethyl)-L-lysine; D-Lysopine; D-lysopine; Lysopine; N2-(D-1-Carboxyethyl)-L-lysine; N2-(D-1-carboxyethyl)-L-lysine|KEGG: C04020|MetaCyc: CPD-306	C[C@@H]([NH2+][C@@H](CCCC[NH3+])C(=O)[O-])C(=O)[O-]	GC|EQ|EQU
cpd02491	DMSP	DMSP	C5H10O2S	134.0	Primary Database	DFPOZTRSOAQFIK-UHFFFAOYSA-N	0	1	0	null	0	-65.26	2.07	1:1:4.28		null	null	Name: DMPT; DMSP; Dimethylpropiothetin; S,S-Dimethyl-beta-propiothetin; S,S-dimethyl-beta-propiothetin; S-Dimethylsulfonium propionic acid; S-dimethylsulfonium propionic acid; dimethylpropiothetin; dimethylsulfoniopropanoate; dimethylsulfoniopropionate|AraCyc: SS-DIMETHYL-BETA-PROPIOTHETIN|CornCyc: SS-DIMETHYL-BETA-PROPIOTHETIN|EcoCyc: SS-DIMETHYL-BETA-PROPIOTHETIN|KEGG: C04022|MetaCyc: SS-DIMETHYL-BETA-PROPIOTHETIN	C[S+](C)CCC(=O)[O-]	GC|EQ
cpd02492	Flavosativaside	Flavosativaside	C27H29O15	593.0	Primary Database	FYTOTHFWELWOCG-OAFKVUNRSA-M	-1	1	0	null	0	-432.58	4.41	1:9:14.84;1:10:12.73;1:29:8.00;1:30:6.17;1:31:8.82;1:40:13.30;1:41:14.12;1:42:12.10	1:9:-3.65;1:10:-3.66;1:29:-6.38;1:30:-7.79;1:31:-6.39;1:40:-3.65;1:41:-3.68;1:42:-3.95	null	null	Name: 2''-O-Glucosylvitexin; Flavosativaside; Vitexin 2''-O-beta-D-glucoside; vitexin 2''-O-beta-D-glucoside|KEGG: C04024|MetaCyc: VITEXIN-2-O-BETA-D-GLUCOSIDE|PlantCyc: VITEXIN-2-O-BETA-D-GLUCOSIDE	O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])cc(O)c12	GC|EQ
cpd02494	23dhba	(2,3-Dihydroxybenzoyl)adenylate	C17H17N5O10P	482.0	Primary Database	ULPVJDOMCRTJSN-RVXWVPLUSA-M	-1	1	0	null	0	-336.06	3.27	1:14:12.93;1:18:14.01;1:22:0.78;1:32:12.29;1:33:9.25	1:6:-7.46;1:9:-1.06;1:14:-3.85;1:15:3.94;1:18:-3.67;1:32:-4.62;1:33:-5.84	null	null	Name: (2,3-Dihydroxybenzoyl)adenylate; (2,3-dihydroxybenzoyl)adenylate; 2,3-dihydroxybenzoyl adenylate; 2,3-dihydroxybenzoyl-AMP|BiGG: 23dhba|EcoCyc: CPD-62|KEGG: C04030|MaizeCyc: CPD-62|MetaCyc: CPD-62	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OC(=O)c2cccc(O)c2O)[C@@H](O)[C@H]1O	GC|EQ
cpd02495	1,3,6,8-Naphthalenetetrol	1,3,6,8-Naphthalenetetrol	C10H8O4	192.0	Primary Database	BCMKHWMDTMUUSI-UHFFFAOYSA-N	0	1	0	null	0	-69.9	2.67	1:10:8.45;1:12:10.89;1:13:10.17;1:14:9.24	1:10:-5.84;1:12:-5.84;1:13:-5.69;1:14:-5.69	null	null	Name: 1,3,6,8-Naphthalenetetrol; 1,3,6,8-Tetrahydroxynaphthalene; 1,3,6,8-naphthalenetetrol; 1,3,6,8-tetrahydroxynaphthalene; THN|KEGG: C04033|MetaCyc: TETRAHYD-CPD|PoplarCyc: TETRAHYD-CPD|SoyCyc: TETRAHYD-CPD	Oc1cc(O)c2c(O)cc(O)cc2c1	GC|EQ|EQU
cpd02496	1-Palmitoylglycerol 3-phosphate	1-Palmitoylglycerol 3-phosphate	C19H37O7P	409.0	Primary Database	YNDYKPRNFWPPFU-GOSISDBHSA-L	-2	1	0	null	0	30.81	1.41	1:18:13.68;1:21:1.51;1:23:6.53	1:14:-7.04;1:18:-3.40	null	null	Name: 1-Hexadecanoyl-sn-glycero-3-phosphate; 1-Palmitoylglycerol 3-phosphate; 1-palmitoyl-sn-glycerol 3-phosphate; 1-palmitoylglycerol 3-phosphate|AraCyc: 1-PALMITOYLGLYCEROL-3-PHOSPHATE|ChlamyCyc: 1-PALMITOYLGLYCEROL-3-PHOSPHATE|CornCyc: 1-PALMITOYLGLYCEROL-3-PHOSPHATE|KEGG: C04036|MetaCyc: 1-PALMITOYLGLYCEROL-3-PHOSPHATE	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	GC|EQ|EQU
cpd02497	D-Galacturonate 1-phosphate	D-Galacturonate 1-phosphate	C6H8O10P	272.0	Primary Database	AIQDYKMWENWVQJ-DTEWXJGMSA-K	-3	1	0	null	0	-383.8	0.34	1:5:19.81;1:7:12.24;1:11:14.76;1:12:1.15;1:13:6.31;1:15:13.28;1:16:3.31	1:2:-4.45;1:7:-3.96;1:11:-3.69;1:15:-3.73	null	null	Name: 1-Phospho-alpha-D-galacturonate; 1-phospho-alpha-D-galacturonate; D-Galacturonate 1-phosphate; D-galacturonate 1-phosphate; D-galacturonate-1-P; alpha-D-galacturonate 1-phosphate; galacturonate-1-P; galacturonate-1-phosphate|AraCyc: CPD-501|KEGG: C04037|MetaCyc: CPD-501|PlantCyc: CPD-501|SoyCyc: CPD-501	O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O	GC|EQ|EQU
cpd02498	23dhmb	2,3-Dihydroxy-isovalerate	C5H9O4	133.0	Primary Database	JTEYKUFKXGDTEU-UHFFFAOYSA-M	-1	1	0	null	0	-70.32	0.38	1:4:13.14;1:7:15.19;1:8:3.80	1:4:-4.27;1:7:-3.21	null	null	Name: 2,3-Dihydroxy-3-methylbutanoate; 2,3-Dihydroxy-isovalerate; 2,3-Dihydroxy-isovaleric acid; R-2-3-Dihydroxy-3-methylbutanoate|AlgaGEM: S_2_44_3_45_Dihydroxy_45_3_45_methylbutanoate_c|AraGEM: S_2_44_3_45_Dihydroxy_45_3_45_methylbutanoate_c|BiGG: 23dhmb|KEGG: C04039|Maize_C4GEM: S_2_44_3_45_Dihydroxy_45_3_45_methylbutanoate_c	CC(C)(O)C(O)C(=O)[O-]	GC|EQ|EQU
cpd02499	20alpha-Hydroxyprogesterone	20alpha-Hydroxyprogesterone	C21H32O2	316.0	Secondary Database		0	1	0	null	0	10000000.0	10000000.0			null	null	BiGG: aprgstrn		null
cpd02500	34dhpac	Protocatechuatealdehyde	C8H8O3	152.0	Primary Database	IADQVXRMSNIUEL-UHFFFAOYSA-N	0	1	0	null	0	-18.03	1.05	1:4:15.53;1:9:9.27;1:10:12.72	1:9:-6.30;1:10:-6.29;1:11:-7.05	null	null	Name: 3,4-Dihydroxyphenylacetaldehyde; 3,4-dihydroxyphenylacetaldehyde; Protocatechuatealdehyde; protocatechuatealdehyde|AraCyc: 34-DIHYDROXYPHENYLACETALDEHYDE|BiGG: 34dhpac|BrachyCyc: 34-DIHYDROXYPHENYLACETALDEHYDE|KEGG: C04043|MetaCyc: 34-DIHYDROXYPHENYLACETALDEHYDE	O=CCc1ccc(O)c(O)c1	GC|EQ|EQU
cpd02501	dhpppn	2,3-Dihydroxyphenylpropanoate	C9H9O4	181.0	Primary Database	QZDSXQJWBGMRLU-UHFFFAOYSA-M	-1	1	0	null	0	-58.35	1.04	1:6:9.23;1:10:12.69;1:12:3.84	1:6:-6.33;1:10:-6.29	null	null	Name: 2,3-DHP; 2,3-Dihydroxyphenylpropanoate; 3-(2,3-Dihydroxyphenyl)propanoate; 3-(2,3-dihydroxyphenyl)propanoate; 3-(2,3-dihydroxyphenyl)propionate; 3-(2,3-dihydroxyphenyl)propionic acid; 3-(2,3-hihydroxyphenyl)propanoate; 3-carboxyethylcatechol|BiGG: dhpppn|EcoCyc: 2-3-DIHYDROXYPHENYL-PROPIONATE|KEGG: C04044|MetaCyc: 2-3-DIHYDROXYPHENYL-PROPIONATE|iAF1260: dhpppn	O=C([O-])CCc1cccc(O)c1O	GC|EQ|EQU
cpd02502	3-(3,4-Dihydroxyphenyl)pyruvate	3-(3,4-Dihydroxyphenyl)pyruvate	C9H7O5	195.0	Primary Database	LQQFFJFGLSKYIR-UHFFFAOYSA-M	-1	1	0	null	0	-107.52	1.06	1:7:12.72;1:8:9.27;1:9:16.57;1:12:2.61	1:7:-6.29;1:8:-6.30;1:13:-9.76	null	null	Name: 3,4-Dihydroxyphenylpyruvate; 3,4-dihydroxyphenylpyruvate; 3-(3,4-Dihydroxyphenyl)pyruvate; 3-(3,4-dihydroxyphenyl)-2-oxo-propanoic acid; 3-(3,4-dihydroxyphenyl)pyruvate|AraCyc: 34-DIHYDROXYPHENYLPYRUVATE|BrachyCyc: 34-DIHYDROXYPHENYLPYRUVATE|CornCyc: 34-DIHYDROXYPHENYLPYRUVATE|KEGG: C04045|MetaCyc: 34-DIHYDROXYPHENYLPYRUVATE	O=C([O-])C(=O)Cc1ccc(O)c(O)c1	GC|EQ|EQU
cpd02503	3hibutcoa	3-Hydroxyisobutyryl-CoA	C25H38N7O18P3S	850.0	Primary Database	WWEOGFZEFHPUAM-MIZDRFBCSA-J	-4	1	0	null	0	-436.8	1.88	1:24:3.27;1:31:12.61;1:34:0.92;1:35:5.94;1:49:0.83	1:31:-3.87;1:41:-1.06;1:43:4.89;1:45:-7.46	null	null	Name: 3-HYDROXY-ISOBUTYRYL-COA; 3-Hydroxy-2-methylpropanoyl-CoA; 3-Hydroxy-2-methylpropionyl-CoA; 3-Hydroxyisobutyryl coenzyme A; 3-Hydroxyisobutyryl-CoA; 3-hydroxy-isobutyryl-CoA; M_3_Hydroxy_isobutyryl_CoA|AraCyc: 3-HYDROXY-ISOBUTYRYL-COA|BiGG: 3hibutcoa|BrachyCyc: 3-HYDROXY-ISOBUTYRYL-COA|KEGG: C04047|MetaCyc: 3-HYDROXY-ISOBUTYRYL-COA	CC(CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	GC|EQ|EQU
cpd02504	4-Hydroxy-4-methyl-2-oxoadipate	4-Hydroxy-4-methyl-2-oxoadipate	C7H8O6	188.0	Primary Database	VSMPEEWSBJTSLD-UHFFFAOYSA-L	-2	1	0	null	0	-148.46	0.43	1:5:14.90;1:10:3.98;1:12:2.83	1:5:-2.98;1:9:-9.72	null	null	Name: 4-Hydroxy-4-methyl-2-oxoadipate|KEGG: C04049	CC(O)(CC(=O)[O-])CC(=O)C(=O)[O-]	GC|EQ|EQU
cpd02505	4-Hydroxyaminoquinoline N-oxide	4-Hydroxyaminoquinoline N-oxide	C9H8N2O2	176.0	Primary Database	XGXCMUKDRZHNCO-UHFFFAOYSA-N	0	1	0	null	0	9.63	2.0	1:13:15.14	1:8:-0.56;1:11:3.66;1:13:-2.74	null	null	Name: 4-Hydroxyaminoquinoline N-oxide; 4-hydroxyaminoquinoline-N-oxide|KEGG: C04050|MetaCyc: 4-HYDROXYAMINOQUINOLINE-N-OXIDE	[O-][n+]1ccc(NO)c2ccccc21	GC
cpd02506	5-Amino-4-imidazolecarboxyamide	5-Amino-4-imidazolecarboxyamide	C4H6N4O	126.0	Primary Database	PYNDTGFTPOZGRW-UHFFFAOYSA-N	0	1	0	null	0	-5.28	1.47	1:5:11.22;1:7:15.91	1:3:5.27;1:8:-3.61;1:9:-7.36	null	null	Name: 1H-imidazole-4-carboxamide, 5-amino-; 4-amino-5-carbamoylimidazole; 4-amino-5-imidazolecarboxamide; 5(4)-amino-4(5)-imidazolecarboxamide; 5-Amino-4-imidazolecarboxyamide; 5-amino-4-imidazolecarboxyamide; 5-aminoimidazole-4-carboxamide|AlgaGEM: S_5_45_Amino_45_4_45_imidazolecarboxyamide_c|AraCyc: CPD-3762|KEGG: C04051|MetaCyc: CPD-3762|PlantCyc: CPD-3762	NC(=O)C1N=CN=C1N	GC
cpd02507	5-Carboxy-2-oxohept-3-enedioate	5-Carboxy-2-oxohept-3-enedioate	C8H5O7	213.0	Primary Database	WHGVLEMQINVDLH-QPHDTYRISA-K	-3	1	0	null	0	-199.4	0.7	1:7:3.67;1:10:5.19;1:14:2.52		null	null	Name: (3E,5R)-5-carboxy-2-oxohept-3-enedioate; 1-oxopent-3-ene-1,4,5-tricarboxylate; 5-Carboxy-2-oxohept-3-enedioate; 5-Oxopent-3-ene-1,2,5-tricarboxylate; 5-carboxy-2-oxohept-3-enedioate; 5-carboxy-2-oxohex-3-ene-1,6-dioate; 5-oxopent-3-ene-1,2,5-tricarboxylate; OPET|BiGG: 5cohe|KEGG: C04052|MetaCyc: CPD-785|iMA945: 5c2oh3e|iRR1083: 5cohe	O=C([O-])C[C@H](/C=C/C(=O)C(=O)[O-])C(=O)[O-]	GC|EQ|EQU
cpd02508	5dh4dglcn	5-Dehydro-4-deoxy-D-glucuronate	C6H7O6	175.0	Primary Database	IAKKJSVSFCTLRY-BAKTXGBYSA-M	-1	1	0	null	0	-148.33	0.76	1:8:2.74;1:10:14.73;1:11:12.56	1:7:-9.72;1:10:-3.31;1:11:-3.86;1:12:-7.63	null	null	Name: (2S,3R,4S)-2,3,4-trihydroxy-3,4-dihydro-2H-pyran-6-carboxylic acid; (3R,4S)-2,3,4-trihydroxy-3,4-dihydro-2H-pyran-6-carboxylic acid; 4-Deoxy-L-threo-5-hexosulose uronate; 4-deoxy-L-threo-5-hexosulose-uronate; 4-deoxy-L-threo-5-hexosulose-uronic acid; 4-deoxy-L-threo-hex-4-enopyranuronate; 4-deoxy-beta-L-threo-hex-4-enopyranuronose; 5-Dehydro-4-deoxy-D-glucuronate|BiGG: 5dh4dglcn|KEGG: C04053|MetaCyc: CPD-13122|iRR1083: dt5hsu|iRS1563: M_C04053_c	O=C([O-])C1=C[C@H](O)[C@@H](O)C(O)O1	GC|EQ|EQU
cpd02509	5-Hydroxybenzimidazolylcobamide	5-Hydroxybenzimidazolylcobamide	C60H84CoN13O15P	1306.0	Primary Database	CZOAGDFHXVBGHF-NCVPRIERSA-L	-1	1	0	null	0	10000000.0	10000000.0	1:57:9.31;1:71:12.59;1:85:14.60;1:88:1.82	1:2:7.09;1:4:7.95;1:5:8.70;1:6:5.83;1:57:-5.55;1:71:-3.87;1:85:-2.98	null	null	Name: 5-Hydroxybenzimidazolylcob(I)amide; 5-Hydroxybenzimidazolylcobamide; 5-hydroxybenzimidazolyl cobamide; 5-hydroxybenzimidazolylcob(I)amide; 5-hydroxybenzimidazolylcobamide; Coalpha-[alpha-(5-hydroxybenzimidazolyl)]-cobamide; cobalamin-HBI|KEGG: C04054|MetaCyc: CPD-7162	CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(O)ccc96)[Co-4]753[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O	GC
cpd02510	(9Z,11E)-Octadecadienoic acid	(9Z,11E)-Octadecadienoic acid	C18H31O2	279.0	Primary Database	JBYXPOFIGCOSSB-GOJKSUSPSA-M	-1	1	0	null	0	279.24	1.49	1:15:4.99		null	null	Name: (9Z,11E)-Octadecadienoic acid; 9,11-linoleic acid; 9-cis,11-trans-Octadecadienoate; 9-cis,11-trans-octadecadienoate; 9Z,11E-CLA (conjugated linoleic acid); bovinic acid; rumenic acid|KEGG: C04056|MetaCyc: 9-CIS11-TRANS-OCTADECADIENOATE	CCCCCC/C=C/C=C\CCCCCCCC(=O)[O-]	GC|EQ|EQU
cpd02511	ap5a	Bis(5'-adenosyl) pentaphosphate	C20H24N10O22P5	911.0	Primary Database	OIMACDRJUANHTJ-XPWFQUROSA-I	-5	1	0	null	0	-1073.7	6.09	1:22:2.84;1:26:0.23;1:30:2.18;1:34:0.41;1:38:3.34	1:6:-3.39;1:15:4.97;1:56:4.00	null	null	Name: 5',5'''-diadenosine pentaphosphate; Ap5A; Bis(5'-adenosyl) pentaphosphate; P(1),P(5)-di(adenosine-5'-)pentaphosphate; P1,P5-Bis(5'-adenosyl) pentaphosphate; P1,P5-Bis(5'-adenosyl)pentaphosphate; P1,P5-bis(5'-adenosyl) pentaphosphate; P1,P5-di(adenosine-5')-pentaphosphate; bis(5'-adenosyl) pentaphosphate|AraCyc: CPD0-1137|BiGG: ap5a|EcoCyc: CPD0-1137|KEGG: C04058|MetaCyc: CPD0-1137	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	GC
cpd02512	Inositol 1,3-bisphosphate	Inositol 1,3-bisphosphate	C6H10O12P2	338.0	Primary Database	PUVHMWJJTITUGO-FICORBCRSA-J	-4	1	0	null	0	-540.3	1.81	1:3:0.86;1:4:1.46;1:10:12.47;1:12:13.12;1:15:14.90;1:16:13.76;1:18:5.89;1:19:6.50	1:10:-3.69;1:12:-3.67;1:15:-3.65;1:16:-3.67	null	null	Name: 1D-myo-Inositol 1,3-bisphosphate; 1D-myo-inositol (1,3)-bisphosphate; D-myo-Inositol 1,3-bisphosphate; D-myo-inositol (1,3)-bisphosphate; I(1,3)P2; Inositol 1,3-bisphosphate; Ins(1,3)P2; inositol (1,3)-bisphosphate; myo-Inositol 1,3-bisphosphate; myo-inositol (1,3)-bisphosphate|BiGG: mi13p|KEGG: C04062|MetaCyc: D-MYO-INOSITOL-13-BISPHOSPHATE	O=P([O-])([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O	GC|EQ|EQU
cpd02513	Inositol 3,4-bisphosphate	Inositol 3,4-bisphosphate	C6H10O12P2	338.0	Primary Database	MCKAJXMRULSUKI-CNWJWELYSA-J	-4	1	0	null	0	-540.3	1.81	1:3:0.66;1:4:1.29;1:12:12.47;1:14:13.19;1:16:14.12;1:17:15.17;1:18:5.72;1:19:6.35	1:12:-3.67;1:14:-3.67;1:16:-3.65;1:17:-3.65	null	null	Name: (2,3,4,5)-tetrahydroxy-6-phosphonooxy-cyclohexoxy)phosphonic acid; (2,3,4,5)-tetrahydroxy-6-phosphooxy-cyclohexoxy)phosphonic acid; 1D-myo-Inositol 3,4-bisphosphate; 1D-myo-inositol (3,4)-bisphosphate; D-myo-Inositol 3,4-bisphosphate; D-myo-inositol (3,4)-bisphosphate; I(3,4)P2; Inositol 3,4-bisphosphate; Ins(3,4)P2; inositol (3,4)-bisphosphate|AraCyc: D-MYO-INOSITOL-34-BISPHOSPHATE|BiGG: mi34p|BrachyCyc: D-MYO-INOSITOL-34-BISPHOSPHATE|KEGG: C04063|MetaCyc: D-MYO-INOSITOL-34-BISPHOSPHATE	O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)([O-])[O-]	GC|EQ|EQU
