id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd02514	D-myo-Inositol 4,5-bisphosphate	D-myo-Inositol 4,5-bisphosphate	C6H10O12P2	338.0	Primary Database	MCKAJXMRULSUKI-UZAAGFTCSA-J	-4	1	0	null	0	-540.3	1.81	1:3:0.66;1:4:1.29;1:12:12.47;1:14:13.19;1:16:14.12;1:17:15.17;1:18:5.72;1:19:6.35	1:12:-3.67;1:14:-3.67;1:16:-3.65;1:17:-3.65	null	null	Name: 1-D-myo-inositol (4,5)-bisphosphate; D-myo-Inositol 4,5-bisphosphate; D-myo-inositol (4,5)-bisphosphate; I(4,5)P2; Ins(4,5)P2|AraCyc: CPD-193|CornCyc: CPD-193|KEGG: C04064|MaizeCyc: CPD-193|MetaCyc: CPD-193	O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])[O-]	GC|EQ|EQU
cpd02515	Diethyl oxalpropionate	Diethyl oxalpropionate	C9H14O5	202.0	Primary Database	OQOCQBJWOCRPQY-UHFFFAOYSA-N	0	1	0	null	0	-40.28	1.39	1:5:8.94	1:11:-7.07;1:13:-7.98	null	null	Name: Butanedioic acid, 2-methyl-3-oxo-, 1,4-diethyl ester; Diethyl 2-methyl-3-oxosuccinate; Diethyl oxalpropionate; diethyl-2-methyl-3-oxosuccinate|KEGG: C04067|MetaCyc: DIETHYL-2-METHYL-3-OXOSUCCINATE	CCOC(=O)C(=O)C(C)C(=O)OCC	GC|EQ|EQU
cpd02516	Flavonol 3-O-D-xylosylglucoside	Flavonol 3-O-D-xylosylglucoside	C26H28O12	532.0	Primary Database	QBUWNMMELNULIT-UBXNXWJWSA-N	0	1	0	null	0	-306.6	4.08	1:24:11.92;1:27:13.06;1:28:14.51;1:34:12.46;1:37:13.59;1:38:15.08	1:24:-3.95;1:27:-3.68;1:28:-3.65;1:29:-4.92;1:32:-4.05;1:34:-3.95;1:37:-3.67;1:38:-3.53	null	null	Name: Flavonol 3-O-D-xylosylglucoside|KEGG: C04068	O=c1c(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12	GC|EQ
cpd02517	Flavonol 3-O-D-xylosylglycoside	Flavonol 3-O-D-xylosylglycoside	C26H28O12	532.0	Primary Database	KSXCVPLBQGWZKZ-PTMRMJEWSA-N	0	1	0	null	0	-306.6	4.08	1:15:15.12;1:16:12.12;1:17:13.39;1:19:12.75;1:20:14.59;1:21:14.04	1:1:-4.68;1:9:-4.07;1:15:-2.98;1:16:-3.65;1:17:-3.69;1:19:-3.95;1:20:-3.67;1:21:-3.53	null	null	Name: Flavonol 3-O-D-xylosylglycoside; Flavonol 3-O-[D-xylosyl-(1->2)-beta-D-glycoside]; Flavonol 3-[beta-D-xylosyl-(1->2)-beta-D-glycoside]|KEGG: C04069	O=c1c(O[C@@H]2O[C@H](CO)C(O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12	GC
cpd02518	Gibberellin 2-O-beta-D-glucoside	Gibberellin 2-O-beta-D-glucoside	C25H31O11	507.0	Primary Database	WUTOEZVIPGBMEA-UULJJINCSA-M	-1	1	0	null	0	10000000.0	10000000.0	1:19:3.94;1:25:19.33;1:31:12.21;1:34:14.42;1:35:13.20;1:36:15.03	1:21:-4.96;1:25:-0.90;1:27:-4.09;1:31:-3.95;1:34:-3.68;1:35:-3.65;1:36:-2.98	null	null	Name: Gibberellin 2-O-beta-D-glucoside; gibberellin 2-O-beta-D-glucoside|KEGG: C04070|MetaCyc: GIBBERELLIN-2-O-BETA-D-GLUCOSIDE	C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-]	GC
cpd02519	Guanidinoethyl methyl phosphate	Guanidinoethyl methyl phosphate	C4H12N3O4P	197.0	Primary Database	PTALSLHNZQRENZ-UHFFFAOYSA-N	0	1	0	null	0	-228.77	1.59	1:4:1.91	1:8:-1.05;1:11:12.05	null	null	Name: 2-(hydroxy-methoxy-phosphinoyl)oxyethylaminoformamidine; Guanidinoethyl methyl phosphate; guanidinoethyl methyl phosphate|KEGG: C04071|MetaCyc: GUANIDINOETHYL-METHYL-PHOSPHATE	COP(=O)([O-])OCCNC(N)=[NH2+]	GC|EQ
cpd02520	Isoflavone 7-O-beta-D-glucoside	Isoflavone 7-O-beta-D-glucoside	C21H20O8	400.0	Primary Database	CHVBPFQVSIWBOU-QNDFHXLGSA-N	0	1	0	null	0	-187.56	2.95	1:23:12.20;1:27:14.42;1:28:13.20;1:29:15.03	1:4:-5.68;1:10:-8.20;1:12:-5.10;1:17:-4.26;1:23:-3.95;1:27:-3.68;1:28:-3.65;1:29:-2.98	null	null	Name: Isoflavone 7-O-beta-D-glucoside|KEGG: C04074	O=c1c(-c2ccccc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12	GC|EQ
cpd02521	L-2-Amino-4-chloropent-4-enoate	L-2-Amino-4-chloropent-4-enoate	C5H8ClNO2	149.0	Primary Database	WLZNZXQYFWOBGU-BYPYZUCNSA-N	0	1	0	null	0	-67.46	0.72	1:6:1.93	1:8:9.44	null	null	Name: (S)-2-Amino-4-chloro-4-pentenoic acid; 2-Amino-4-chloro-4-pentenoic acid; 2-amino-4-chloro-4-pentenoic acid; L-2-Amino-4-chloropent-4-enoate; L-2-amino-4-chloropent-4-enoate|KEGG: C04075|MetaCyc: CPD-680	C=C(Cl)C[C@H]([NH3+])C(=O)[O-]	GC|EQ
cpd02522	L2aadp6sa	2-Aminoadipate 6-semialdehyde	C6H11NO3	145.0	Secondary Database		0	1	0	null	0	10000000.0	10000000.0			null	null	BiGG: L2aadp6sa		null
cpd02523	Vitamin U	Vitamin U	C6H14ClNO2S	35.0	Primary Database	MYGVPKMVGSXPCQ-JEDNCBNOSA-N	0	1	0	null	0	-66.43	2.09	1:6:2.24;2:1:-7.00	1:4:9.41	null	null	Name: Methylmethionine sulfonium chloride; Methylmethionine sulfonium salt; Vitamin U|KEGG: C04078	C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[Cl-]	GC|EQ
cpd02524	ptcys	N-Pantothenoylcysteine	C12H21N2O6S	321.0	Primary Database	QSYCTARXWYLMOF-CBAPKCEASA-M	-1	1	0	null	0	-7.02	1.41	1:1:14.94;1:6:16.00;1:10:15.52;1:15:12.69;1:18:10.05;1:21:3.48	1:1:-2.79;1:15:-3.81;1:17:-2.35	null	null	Name: D-Pantothenoyl-L-cysteine; N-((R)-Pantothenoyl)-L-cysteine; N-Pantothenoylcysteine; N-pantothenoyl-cysteine|AlgaGEM: S_N_45__40__40_R_41__45_Pantothenoyl_41__45_L_45_cysteine_c|BiGG: ptcys|JP_Creinhardtii_MSB: M_4pcys_c|KEGG: C04079|MetaCyc: N-PANTOTHENOYL-CYSTEINE	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-]	GC|EQ|EQU
cpd02525	N-Hydroxy-4-acetylaminobiphenyl	N-Hydroxy-4-acetylaminobiphenyl	C14H13NO2	227.0	Primary Database	UNHSJQXRZCIATF-UHFFFAOYSA-N	0	1	0	null	0	1.77	2.0	1:16:8.98	1:16:-5.43;1:17:-5.79	null	null	Name: N-Hydroxy-4-acetylaminobiphenyl; N-hydroxy-4-acetylaminobiphenyl; N-hydroxy-N-(4-phenylphenyl)-acetamide|KEGG: C04081|MetaCyc: N-HYDROXY-4-ACETYLAMINONBIPHENYL	CC(=O)N(O)c1ccc(-c2ccccc2)cc1	GC|EQ
cpd02526	N6-Dimethylallyladenine	N6-Dimethylallyladenine	C10H13N5	203.0	Primary Database	HYVABZIGRDEKCD-UHFFFAOYSA-N	0	1	0	null	0	231.93	1.08	1:5:9.87;1:8:17.70	1:4:-0.58;1:6:-8.04;1:7:4.03;1:8:-7.48	null	null	Name: 6-(gamma,gamma-Dimethylallylamino)purine; N(6)-dimethylallyladenine; N6-(3-Methylbut-2-enyl)adenine; N6-(delta2-Isopentenyl)-adenine; N6-Dimethylallyladenine; N6-delta2-isopentenyladenine; N6-dimethylallyladenine; iP; isopentenyladenine|AraCyc: CPD-4209|BrachyCyc: CPD-4209|CornCyc: CPD-4209|KEGG: C04083|MetaCyc: CPD-4209	CC(C)=CCNc1ncnc2[nH]cnc12	GC|EQ|EQU
cpd02527	Pregna-4,9(11)-diene-3,20-dione	Pregna-4,9(11)-diene-3,20-dione	C21H28O2	312.0	Primary Database	LCXMRSLFWMMCAS-GAYSYORFSA-N	0	1	0	null	0	3.84	6.78	1:13:18.22;1:22:19.43	1:21:-4.98;1:23:-7.36	null	null	Name: Pregna-4,9(11)-diene-3,20-dione; pregna-4,9(11)-diene-3,20-dione|KEGG: C04084|MetaCyc: PREGNA-4911-DIENE-320-DIONE	CC(=O)C1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C	GC
cpd02528	UDP-4-oxo-6-deoxy-D-glucose	UDP-4-oxo-6-deoxy-D-glucose	C15H20N2O16P2	546.0	Primary Database	DDWGQQADOIMFOI-JPHISPRKSA-L	-2	1	0	null	0	-516.52	1.36	1:9:14.15;1:10:9.70;1:14:13.36;1:20:3.18;1:24:1.73;1:30:12.63;1:33:11.86	1:9:-3.79;1:14:-3.66;1:30:-4.01;1:33:-4.02	null	null	Name: UDP-4-dehydro-6-deoxy-D-glucose; UDP-4-dehydro-6-deoxy-alpha-D-glucose; UDP-4-keto-6-deoxy-D-glucose; UDP-4-keto-6-deoxy-alpha-D-glucose; UDP-4-keto-6-deoxyglucose; UDP-4-oxo-6-deoxy-D-glucose; UDP-4-oxo-6-deoxy-alpha-D-glucose|AraCyc: CPD-663|BrachyCyc: CPD-663|ChlamyCyc: CPD-663|KEGG: C04089|MetaCyc: CPD-663	C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)C1=O	GC|EQ|EQU
cpd02529	cis-Benzeneglycol	cis-Benzeneglycol	C6H8O2	112.0	Primary Database	YDRSQRPHLBEPTP-OLQVQODUSA-N	0	1	0	null	0	23.87	2.3	1:4:13.47;1:6:14.91	1:4:-3.34;1:6:-3.34	null	null	Name: (1R,2S)-cyclohexa-3,5-diene-1,2-diol; cis-1,2-Dihydrobenzene-1,2-diol; cis-1,2-dihydrobenzene-1,2-diol; cis-Benzeneglycol; cis-Cyclohexa-3,5-diene-1,2-diol; cis-benzene glycol; cis-cyclohexa-3,5-diene-1,2-diol|KEGG: C04091|MetaCyc: CPD-288	O[C@H]1C=CC=C[C@H]1O	GC|EQ|EQU
cpd02531	1-Linoleoylglycerophosphocholine	1-Linoleoylglycerophosphocholine	C26H50NO7P	519.0	Primary Database	SPJFYYJXNPEZDW-FTJOPAKQSA-N	0	1	0	null	0	-221.8	2.69	1:5:13.66;1:9:1.86	1:5:-3.40;1:14:-7.04	null	null	Name: 1-18:2-2-lysophosphatidylcholine; 1-18:2-lysoPC; 1-18:2-lysophosphatidylcholine; 1-Linoleoyl-sn-glycero-3-phosphocholine; 1-Linoleoylglycerophosphocholine; 1-linoleoyl-sn-glycero-3-phosphocholine; 1-linoleoylglycerophosphocholine|KEGG: C04100|MetaCyc: CPD-8347	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	GC|EQ
cpd02532	1-O,6-O-Digalloyl-beta-D-glucose	1-O,6-O-Digalloyl-beta-D-glucose	C20H20O14	484.0	Primary Database	LYGRISUQIZNHGM-IVABAYMNSA-N	0	1	0	null	0	-317.3	3.18	1:7:12.32;1:11:13.35;1:24:14.29;1:25:13.81;1:28:7.79;1:32:10.96;1:33:11.53;1:34:8.40	1:7:-3.96;1:11:-3.68;1:24:-5.55;1:25:-5.55;1:28:-6.71;1:32:-5.55;1:33:-5.55;1:34:-6.71	null	null	Name: 1-O,6-O-Digalloyl-beta-D-glucose; 1-O,6-O-digalloyl-beta-D-glucose; 3,4,5-trihydroxybenzoic acid [3,4,5-trihydroxy-6-(3,4,5- trihydroxybenzoyl)oxy-tetrahydropyran-2-yl]methyl ester|KEGG: C04101|MetaCyc: 1-O6-O-DIGALLOYL-BETA-D-GLUCOSE|PlantCyc: 1-O6-O-DIGALLOYL-BETA-D-GLUCOSE	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1	GC|EQ|EQU
cpd02533	1-Palmitoylglycerophosphocholine	1-Palmitoylglycerophosphocholine	C24H50NO7P	495.0	Primary Database	ASWBNKHCZGQVJV-HSZRJFAPSA-N	0	1	0	null	0	-269.76	2.61	1:4:1.86;1:11:13.66	1:11:-3.40;1:19:-7.04	null	null	Name: 1-16:0-2-lysophosphatidylcholine; 1-16:0-lysoPC; 1-16:0-lysophosphatidylcholine; 1-Palmitoyl-sn-glycero-3-phosphocholine; 1-Palmitoylglycerophosphocholine; 1-hexadecanoyl-sn-glycero-3-phosphocholine; 1-palmitoyl-sn-glycero-3-phosphocholine|KEGG: C04102|MetaCyc: CPD-8343	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	GC|EQ
cpd02534	13-beta-D-Glucosyloxydocosanoate	13-beta-D-Glucosyloxydocosanoate	C28H53O8	517.0	Primary Database	MVSYTBQOJXSHFZ-SFOFOFCKSA-M	-1	1	0	null	0	266.54	1.79	1:8:12.21;1:13:14.42;1:14:13.20;1:15:15.03;1:35:4.95	1:2:-4.94;1:3:-4.07;1:8:-3.95;1:13:-3.68;1:14:-3.65;1:15:-2.98	null	null	Name: 13-[beta-D-glucopyranosyloxy]docosanoate; 13-beta-D-Glucosyloxydocosanoate; 13-beta-D-glucosyloxydocosanoate|KEGG: C04103|MetaCyc: CPD-803	CCCCCCCCCC(CCCCCCCCCCCC(=O)[O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	GC|EQ|EQU
cpd02535	23dhmp	2,3-Dihydroxy-3-methylvalerate	C6H11O4	147.0	Primary Database	PDGXJDXVGMHUIR-UJURSFKZSA-M	-1	1	0	cpd19046	0	-49.16	0.38	1:5:14.94;1:7:13.11;1:9:3.93	1:5:-3.32;1:7:-4.28	null	null	Name: (2R,3R)-2,3-Dihydroxy-3-methylpentanoate; (R)-2,3-Dihydroxy-3-methylpentanoate; (R)-2,3-Dihydroxy-3-methylvalerate; (R)-2,3-dihydroxy-3-methylpentanoate; (R)-2,3-dihydroxy-3-methylvalerate; 2,3-Dihydroxy-3-methylpentanoate; 2,3-Dihydroxy-3-methylvalerate; 2,3-dihydroxy-3-methylpentanoate; 2,3-dihydroxy-3-methylvalerate; R-2-3-Dihydroxy-3-methylpentanoate|AraCyc: 1-KETO-2-METHYLVALERATE|BiGG: 23dhmp|BrachyCyc: 1-KETO-2-METHYLVALERATE|KEGG: C04104; C06007|MetaCyc: 1-KETO-2-METHYLVALERATE	CC[C@@](C)(O)[C@@H](O)C(=O)[O-]	GC|EQ|EQU
cpd02536	25d5o2a	Muconolactone	C6H5O4	141.0	Primary Database	HPEKPJGPWNSAAV-UHFFFAOYSA-M	-1	1	0	null	0	-83.65	0.67	1:4:10.46;1:9:3.85	1:6:-6.82	null	null	Name: (+)-4-hydroxy-4-carboxymethylisocrotonolactone; (S)-5-oxo-2,5-dihydrofuran-2-acetate; 2,5-Dihydro-5-oxofuran-2-acetate; 2,5-dihydro-5-oxofuran-2-acetate; 2-Oxo-2,5-dihydrofuran-5-acetate; 2-oxo-2,5-dihydrofuran-5-acetate; 4-Carboxymethyl-4-hydroxyisocrotonolactone; 4-carboxymethyl-4-hydroxyisocrotonolactone; 5-Oxo-2,5-dihydrofuran-2-acetate; 5-oxo-2,5-dihydrofuran-2-acetate; Muconolactone; muconolactone|BiGG: mucl|KEGG: C04105|MetaCyc: CPD-741|iAbaylyiv4: CPD-741|iMO1053-PAO1: 25d5o2a	O=C([O-])CC1C=CC(=O)O1	GC|EQ|EQU
cpd02537	2-(Hydroxymethyl)-4-oxobutanoate	2-(Hydroxymethyl)-4-oxobutanoate	C5H7O4	131.0	Primary Database	QZXWGGGNYORFOK-UHFFFAOYSA-M	-1	1	0	null	0	-77.25	0.28	1:2:17.61;1:6:3.97;1:8:15.49	1:8:-2.70;1:9:-6.96	null	null	Name: 2-(Hydroxymethyl)-4-oxobutanoate; 2-Hydroxymethyl succinate semialdehyde; 2-hydroxymethyl succinate semialdehyde; 2-hydroxymethyl-4-oxobutanoate; alpha-Hydroxymethyl succinate semialdehyde; alpha-hydroxymethyl succinate semialdehyde|KEGG: C04106|MetaCyc: 2-HYDROXYMETHYL-4-OXOBUTANOATE	O=CCC(CO)C(=O)[O-]	GC|EQ|EQU
cpd02538	20-Hydroxy-3-oxopregn-4-en-21-al	20-Hydroxy-3-oxopregn-4-en-21-al	C21H30O3	330.0	Primary Database	HIXLXYQKUSOMDM-FYGMKCHKSA-N	0	1	0	null	0	-50.31	6.88	1:13:18.52;1:19:13.31	1:19:-3.54;1:23:-4.82;1:24:-7.59	null	null	Name: 20-Hydroxy-3-oxopregn-4-en-21-al; 20-hydroxy-3-oxopregn-4-en-21-al|KEGG: C04108|MetaCyc: 20-HYDROXY-3-OXOPREGN-4-EN-21-AL	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(O)C=O	GC|EQ
cpd02539	3,3',4',5,7,8-Hexahydroxyflavone	3,3',4',5,7,8-Hexahydroxyflavone	C15H9O8	316.0	Primary Database	YRRAGUMVDQQZIY-UHFFFAOYSA-M	-1	1	0	null	0	-216.56	2.9	1:9:14.13;1:13:8.83;1:15:8.13;1:16:10.17;1:22:6.59;1:23:12.80	1:3:-5.51;1:9:-5.41;1:11:-8.90;1:13:-6.32;1:15:-8.04;1:16:-4.06;1:22:-6.32;1:23:-6.74	null	null	Name: 2-(3,4-dihydroxyphenyl)-3,5,7,8-tetrahydroxy-chromen-4-one; 3,3',4',5,7,8-Hexahydroxyflavone; 3,3',4',5,7,8-hexahydroxyflavone; 3,5,7,8,3',4'-hexahydroxyflavone; 8-hydroxy-quercetin; 8-hydroxyquercetin; Gossypetin; gossypetin|KEGG: C04109|MetaCyc: 334578-HEXAHYDROXYFLAVONE	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c([O-])cc(O)c12	GC|EQ
cpd02540	3,5-Dihydroxy-1,4-naphthoquinone	3,5-Dihydroxy-1,4-naphthoquinone	C10H5O4	189.0	Primary Database	VYGYXAIGQZWAQC-UHFFFAOYSA-M	-1	1	0	null	0	-85.26	2.03	1:10:8.69;1:14:4.90	1:8:-9.60;1:10:-5.66;1:12:-7.54;1:14:-5.58	null	null	Name: 3,5-Dihydroxy-1,4-naphthoquinone; 3,5-dihydroxy-1,4-naphthoquinone; 3-hydroxyjuglone|KEGG: C04110|MetaCyc: CPD-275	O=C1C=C([O-])C(=O)c2c(O)cccc21	GC|EQ
cpd02541	3-(Phosphoacetylamido)-L-alanine	3-(Phosphoacetylamido)-L-alanine	C5H9N2O7P	241.0	Primary Database	JSJJKZQTMZKNCS-VKHMYHEASA-L	-2	1	0	null	0	-272.21	0.68	1:1:2.04;1:5:15.02;1:13:1.27;1:15:6.57	1:9:-7.74;1:10:8.51	null	null	Name: 3-(Phosphoacetylamido)-L-alanine|KEGG: C04111	[NH3+][C@@H](CNC(=O)COP(=O)([O-])[O-])C(=O)[O-]	GC|EQ|EQU
cpd02542	3-Methyl-cis,cis-muconate	3-Methyl-cis,cis-muconate	C7H6O4	154.0	Primary Database	LEQDZBVDPGNGMH-LDIADDGTSA-L	-2	1	0	null	0	-62.35	0.67	1:8:3.78;1:10:4.55		null	null	Name: 3-Methyl-cis,cis-hexadienedioate; 3-Methyl-cis,cis-muconate; 3-methyl-cis,cis-muconate; 3-methylmuconate|KEGG: C04112|MetaCyc: CPD-10656	CC(/C=C\C(=O)[O-])=C/C(=O)[O-]	GC|EQ|EQU
cpd02543	4-(Trimethylammonio)but-2-enoate	4-(Trimethylammonio)but-2-enoate	C7H13NO2	143.0	Primary Database	GUYHPGUANSLONG-SNAWJCMRSA-N	0	1	0	null	0	-6.98	2.04	1:8:4.30		null	null	Name: (3-carboxyallyl)trimethylammonium hydroxide, inner salt; (E)-4-(Trimethylammonio)but-2-enoate; (E)-4-(trimethylamino)but-2-enoate; 4-(Trimethylammonio)but-2-enoate; 4-(trimethylamino)but-2-enoate; 4-(trimethylammonio)but-2-enoate; Crotonobetaine; croton betaine; crotonic acid betaine; crotono-betaine|EcoCyc: CROTONO-BETAINE|KEGG: C04114|MetaCyc: CROTONO-BETAINE	C[N+](C)(C)C/C=C/C(=O)[O-]	GC|EQ
cpd02544	4-Carboxy-4-hydroxy-2-oxoadipate	4-Carboxy-4-hydroxy-2-oxoadipate	C7H5O8	217.0	Primary Database	RQMCNDRMPZBEOD-UHFFFAOYSA-K	-3	1	0	null	0	-258.48	0.56	1:7:4.97;1:9:2.40;1:11:13.73;1:13:3.20	1:8:-9.73;1:11:-4.16	null	null	Name: 2-Hydroxy-4-oxobutane-1,2,4-tricarboxylate; 2-hydroxy-4-oxobutane-1,2,4-tricarboxylate; 4-Carboxy-4-hydroxy-2-oxoadipate; 4-Hydroxy-4-carboxymethyl-2-oxoglutarate; 4-carboxy-4-hydroxy-2-ketoadipate; 4-carboxy-4-hydroxy-2-oxoadipate; 4-hydroxy-4-carboxymethyl-2-oxoglutarate; 4-oxalocitramalate; gamma-oxalocitramalate|KEGG: C04115|MetaCyc: 4-OH-4-ACETYL-2-OXOGLUTARATE	O=C([O-])CC(O)(CC(=O)C(=O)[O-])C(=O)[O-]	GC|EQ|EQU
cpd02545	Isocorypalmine	Isocorypalmine	C20H23NO4	341.0	Primary Database	KDFKJOFJHSVROC-INIZCTEOSA-N	0	1	0	null	0	120.81	5.02	1:16:10.12	1:3:5.10;1:16:-5.08;1:19:-4.96;1:21:-6.03;1:23:-5.47	null	null	Name: (13aS)-5, 8,13,13a-tetrahydro-3, 9,10-trimethoxy-6H-dibenzo [a, g] quinolizin-2-ol; (13aS)-5,8,13,13a-Tetrahydro-3,9,10-trimethoxy-6H-dibenzo[a,g]quinolizin-2-ol; (13aS)-5,8,13,13a-tetrahydro-3,9,10-trimethoxy-6H- Dibenzo[a,g]quinolizin-2-ol; (S)-Tetrahydrocolumbamine; (S)-tetrahydrocolumbamine; 5, 8, 13, 13a-tetrahydrocolumbamine; 5,8,13,13a-Tetrahydrocolumbamine; Isocorypalmine; S-tetrahydrocolumbamine; isocorypalmine|AraCyc: S-TETRAHYDROCOLUMBAMINE|CornCyc: S-TETRAHYDROCOLUMBAMINE|KEGG: C04118|MetaCyc: S-TETRAHYDROCOLUMBAMINE|PlantCyc: S-TETRAHYDROCOLUMBAMINE	COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2	GC|EQ|EQU
cpd02546	ckdo	CMP-KDO	C17H24N3O15P	541.0	Primary Database	YWWJKULNWGRYAS-XKKDATLGSA-L	-2	1	0	null	0	-579.51	2.94	1:9:2.87;1:12:14.95;1:14:1.40;1:22:14.11;1:24:12.99;1:35:12.39;1:36:13.52	1:12:-3.27;1:22:-3.66;1:24:-3.79;1:27:4.14;1:35:-3.62;1:36:-3.52	null	null	Name: CMP-2-dehydro-3-deoxy-D-octonate; CMP-3-deoxy-D-manno-octulosonate; CMP-3-deoxy-beta-D-manno-octulosonate; CMP-KDO; CMP-Kdo; CMP-alpha-Kdo; CMP-beta-Kdo; CMP-ketodeoxyoctonate|AraCyc: CMP-KDO|BiGG: ckdo; cmpkdo|BrachyCyc: CMP-KDO|KEGG: C04121|MetaCyc: CMP-KDO	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1	GC
cpd02547	applp	(R)-1-Aminopropan-2-yl phosphate	C3H9NO4P	155.0	Primary Database	YBOLZUJJGUZUDC-GSVOUGTGSA-M	-1	1	0	null	0	-158.53	0.44	1:3:1.52;1:4:6.55	1:9:10.06	null	null	Name: (R)-1-Aminopropan-2-yl phosphate; (R)-1-amino-2-propanol O-2-phosphate; (R)-1-aminopropan-2-yl phosphate; D-1-Aminopropan-2-ol O-phosphate|BiGG: applp|KEGG: C04122|MetaCyc: R-1-AMINOPROPAN-2-YL-PHOSPHATE|RiceCyc: R-1-AMINOPROPAN-2-YL-PHOSPHATE|iAF692: applp	C[C@H](C[NH3+])OP(=O)([O-])[O-]	GC|EQ|EQU
cpd02548	Indole-3-acetyl-beta-1-D-glucose	Indole-3-acetyl-beta-1-D-glucose	C16H19NO7	337.0	Primary Database	HHDMMUWDSFASNB-JZYAIQKZSA-N	0	1	0	null	0	-9.11	1.13	1:9:14.33;1:10:13.19;1:11:12.20;1:16:14.83;1:18:15.34	1:6:-4.40;1:9:-3.68;1:10:-3.65;1:11:-3.96;1:15:-7.24;1:16:-2.98	null	null	Name: 1-O-(Indol-3-yl)acetyl-beta-D-glucose; 1-O-(indol-3-ylacetyl)-beta-D-glucose; 1-O-indol-3-ylacetyl-beta-D-glucose; IAA-Glc; IAA-glucose; Indole-3-acetyl-beta-1-D-glucose; Indole-3-acetyl-beta-1-D-glucoside; indole-3-acetyl-beta-1-D-glucose; indole-3-acetyl-glucose|AraCyc: CPD-1102|CornCyc: CPD-1102|KEGG: C04197|MaizeCyc: CPD-1102|MetaCyc: CPD-1102	O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	GC|EQ|EQU
cpd02549	(S)-1-Aminopropan-2-yl phosphate	(S)-1-Aminopropan-2-yl phosphate	C3H9NO4P	155.0	Primary Database	YBOLZUJJGUZUDC-VKHMYHEASA-M	-1	1	0	null	0	-158.53	0.44	1:3:1.52;1:4:6.55	1:9:10.06	null	null	Name: (S)-1-Aminopropan-2-yl phosphate; L-1-Aminopropan-2-ol O-phosphate|KEGG: C04126	C[C@@H](C[NH3+])OP(=O)([O-])[O-]	GC|EQ|EQU
cpd02550	Methyl 2-diazoacetamidohexanoate	Methyl 2-diazoacetamidohexanoate	C9H16N3O3	214.0	Primary Database	RTAWYPPHIMOINL-UHFFFAOYSA-O	1	1	0	null	0	10000000.0	10000000.0	1:2:11.05	1:9:-3.54;1:15:-8.60	null	null	Name: Methyl 2-diazoacetamidohexanoate|KEGG: C04130	CCCCC([N+]#N)(NC(C)=O)C(=O)OC	GC
