construct,dose_mM,elapsed_min,signal
NativeYap1,4.0,160.0,-693.7124785591767
NativeYap1,0.0,170.0,1897.1371555760227
NativeYap1,0.1,170.0,2793.271279173601
NativeYap1,0.2,170.0,3348.439500878525
NativeYap1,0.5,170.0,4042.275961163907
NativeYap1,1.0,170.0,5023.726817780394
NativeYap1,2.0,170.0,-409.19952210274795
NativeYap1,4.0,170.0,-726.4988061961332
NativeYap1,0.0,180.0,1973.7293050722346
NativeYap1,0.1,180.0,2793.4613144572377
NativeYap1,0.2,180.0,3314.560070008012
NativeYap1,0.5,180.0,4124.423031408027
NativeYap1,1.0,180.0,5270.0736912623215
NativeYap1,2.0,180.0,-314.2602495543672
NativeYap1,4.0,180.0,-536.719010677344
NativeYap1,0.0,190.0,1995.9090192900712
NativeYap1,0.1,190.0,2810.729609048118
NativeYap1,0.2,190.0,3263.5332407671413
NativeYap1,0.5,190.0,4110.608913998745
NativeYap1,1.0,190.0,5012.407836528334
NativeYap1,2.0,190.0,-388.16399286987524
NativeYap1,4.0,190.0,-540.0400484856667
NativeYap1,0.0,200.0,2047.9735271446634
NativeYap1,0.1,200.0,2789.091600347445
NativeYap1,0.2,200.0,3237.0960059876165
NativeYap1,0.5,200.0,4086.287146437522
NativeYap1,1.0,200.0,5270.305862361937
NativeYap1,2.0,200.0,-375.6989247311828
NativeYap1,4.0,200.0,-632.3264406155038
NativeYap1,0.0,210.0,2067.4348799348795
NativeYap1,0.1,210.0,2769.1295455659406
NativeYap1,0.2,210.0,3208.4726210119566
NativeYap1,0.5,210.0,4009.4710041565054
NativeYap1,1.0,210.0,5396.024114774115
NativeYap1,2.0,210.0,-514.5098039215686
NativeYap1,4.0,210.0,-707.1400759925349
NativeYap1,0.0,220.0,2184.837545455153
NativeYap1,0.1,220.0,2822.139676215178
NativeYap1,0.2,220.0,3239.825502017018
NativeYap1,0.5,220.0,3969.5225020006674
NativeYap1,1.0,220.0,5728.147862918752
NativeYap1,2.0,220.0,-423.65190365190364
NativeYap1,4.0,220.0,-661.6576271748686
NativeYap1,0.0,230.0,2193.6502966297044
NativeYap1,0.1,230.0,2856.385495938745
NativeYap1,0.2,230.0,3223.9286628920413
NativeYap1,0.5,230.0,3950.222287889673
NativeYap1,1.0,230.0,5662.75345685085
NativeYap1,2.0,230.0,-571.4565826330532
NativeYap1,4.0,230.0,-670.7696661007357
NativeYap1,0.0,240.0,2275.6752741907444
NativeYap1,0.1,240.0,2848.623290378224
NativeYap1,0.2,240.0,3180.2893023168367
NativeYap1,0.5,240.0,3881.6517667092376
NativeYap1,1.0,240.0,5859.853813712422
NativeYap1,2.0,240.0,-534.4751955863067
NativeYap1,4.0,240.0,-792.1163655312711
AlteredYap1,0.0,0.0,500.42362399505254
AlteredYap1,0.1,0.0,469.15246713678965
AlteredYap1,0.2,0.0,484.79858194067674
AlteredYap1,0.5,0.0,546.5726171097848
AlteredYap1,1.0,0.0,515.99542471856
AlteredYap1,2.0,0.0,185.07450774892632
AlteredYap1,4.0,0.0,-0.8064351754616835
AlteredYap1,0.0,10.0,611.5859449192782
AlteredYap1,0.1,10.0,644.0556677026925
AlteredYap1,0.2,10.0,671.4888462090356
AlteredYap1,0.5,10.0,760.5319355464958
AlteredYap1,1.0,10.0,649.8371009973816
AlteredYap1,2.0,10.0,121.50406228076132
AlteredYap1,4.0,10.0,-98.58396925248401
AlteredYap1,0.0,20.0,700.5507483246528
AlteredYap1,0.1,20.0,857.6083909057465
AlteredYap1,0.2,20.0,911.9073748767827
AlteredYap1,0.5,20.0,881.131131131131
AlteredYap1,1.0,20.0,840.0167084377612
AlteredYap1,2.0,20.0,118.70522545301306
AlteredYap1,4.0,20.0,-111.3817444325919
AlteredYap1,0.0,30.0,881.2662585326734
AlteredYap1,0.1,30.0,1227.5490476854127
AlteredYap1,0.2,30.0,1264.2563181581684
AlteredYap1,0.5,30.0,1297.796689890349
AlteredYap1,1.0,30.0,1103.4188034188035
AlteredYap1,2.0,30.0,249.41627323548587
AlteredYap1,4.0,30.0,-133.81958851297244
AlteredYap1,0.0,40.0,985.7265644296249
AlteredYap1,0.1,40.0,1539.1170611093128
AlteredYap1,0.2,40.0,1618.9520769548128
AlteredYap1,0.5,40.0,1563.394124212603
AlteredYap1,1.0,40.0,1288.611474886285
AlteredYap1,2.0,40.0,216.06192549588775
AlteredYap1,4.0,40.0,-176.04494248296
AlteredYap1,0.0,50.0,1165.702113977976
AlteredYap1,0.1,50.0,1674.015724681575
AlteredYap1,0.2,50.0,2031.615126660941
AlteredYap1,0.5,50.0,1970.0714891554587
AlteredYap1,1.0,50.0,1537.9797335600908
AlteredYap1,2.0,50.0,238.21978636396145
AlteredYap1,4.0,50.0,-225.92177937005522
AlteredYap1,0.0,60.0,1203.1465187491792
AlteredYap1,0.1,60.0,1886.7563451038557
AlteredYap1,0.2,60.0,2214.3668112557
AlteredYap1,0.5,60.0,2282.3280829811756
AlteredYap1,1.0,60.0,1863.5886615028987
AlteredYap1,2.0,60.0,242.24310324711095
AlteredYap1,4.0,60.0,-252.8933401814758
AlteredYap1,0.0,70.0,1304.7531588973172
AlteredYap1,0.1,70.0,2038.6209729622067
AlteredYap1,0.2,70.0,2330.4538060334457
AlteredYap1,0.5,70.0,2526.3318962571407
AlteredYap1,1.0,70.0,2124.8540206873545
AlteredYap1,2.0,70.0,171.13210547553982
AlteredYap1,4.0,70.0,-373.0744240444057
AlteredYap1,0.0,80.0,1386.7597070766687
AlteredYap1,0.1,80.0,2143.151918887213
AlteredYap1,0.2,80.0,2395.5830571665283
AlteredYap1,0.5,80.0,2775.5636128074125
AlteredYap1,1.0,80.0,2244.2221244568536
AlteredYap1,2.0,80.0,181.1291092028797
AlteredYap1,4.0,80.0,-333.7841252709034
AlteredYap1,0.0,90.0,1441.3815785429308
AlteredYap1,0.1,90.0,2278.552032980262
AlteredYap1,0.2,90.0,2709.5148564936353
AlteredYap1,0.5,90.0,2969.4034507277297
AlteredYap1,1.0,90.0,2726.6770510707406
AlteredYap1,2.0,90.0,145.56908452999158
AlteredYap1,4.0,90.0,-370.63492063492066
AlteredYap1,0.0,100.0,1500.5746212300335
AlteredYap1,0.1,100.0,2377.0339039165624
AlteredYap1,0.2,100.0,2770.158009604946
AlteredYap1,0.5,100.0,3128.555788620553
AlteredYap1,1.0,100.0,3033.670523827299
AlteredYap1,2.0,100.0,82.39724010265472
AlteredYap1,4.0,100.0,-418.7996820349761
AlteredYap1,0.0,110.0,1593.589618310665
AlteredYap1,0.1,110.0,2464.111910089958
AlteredYap1,0.2,110.0,2863.4857277330398
