construct,dose_mM,elapsed_min,signal
NativeYap1,0.2,130.0,2932.1047230478057
NativeYap1,0.5,130.0,3432.302956121805
NativeYap1,1.0,130.0,1754.9019607843136
NativeYap1,2.0,130.0,163.4135298240391
NativeYap1,4.0,130.0,140.27258011867636
NativeYap1,0.0,140.0,1855.1279719432132
NativeYap1,0.1,140.0,2781.93883131583
NativeYap1,0.2,140.0,2934.094808135948
NativeYap1,0.5,140.0,3647.1861160771673
NativeYap1,1.0,140.0,1734.971465500086
NativeYap1,2.0,140.0,137.1188494589923
NativeYap1,4.0,140.0,105.64823662202771
NativeYap1,0.0,150.0,1909.815801933355
NativeYap1,0.1,150.0,2741.6067228762536
NativeYap1,0.2,150.0,2989.1632889877233
NativeYap1,0.5,150.0,3755.9530616134384
NativeYap1,1.0,150.0,1777.3594072220706
NativeYap1,2.0,150.0,183.47418066124115
NativeYap1,4.0,150.0,122.10645196752768
NativeYap1,0.0,160.0,2000.5078624691657
NativeYap1,0.1,160.0,2774.9064985639325
NativeYap1,0.2,160.0,3044.0348594527627
NativeYap1,0.5,160.0,3811.5011573065262
NativeYap1,1.0,160.0,2016.1812088153374
NativeYap1,2.0,160.0,158.97843761046306
NativeYap1,4.0,160.0,112.62626262626263
NativeYap1,0.0,170.0,2008.7290923650464
NativeYap1,0.1,170.0,2764.625630159137
NativeYap1,0.2,170.0,3068.9827664858967
NativeYap1,0.5,170.0,3740.2425549234063
NativeYap1,1.0,170.0,1776.0729836201535
NativeYap1,2.0,170.0,126.09861616185013
NativeYap1,4.0,170.0,80.60925347866551
NativeYap1,0.0,180.0,2079.2385812275165
NativeYap1,0.1,180.0,2796.6644267510565
NativeYap1,0.2,180.0,3096.788219483064
NativeYap1,0.5,180.0,3909.9909070243234
NativeYap1,1.0,180.0,1929.1783895997687
NativeYap1,2.0,180.0,131.0078232702271
NativeYap1,4.0,180.0,116.61303831387379
NativeYap1,0.0,190.0,2103.8984660049687
NativeYap1,0.1,190.0,2788.868345194614
NativeYap1,0.2,190.0,3099.1666757413695
NativeYap1,0.5,190.0,3900.250373337665
NativeYap1,1.0,190.0,2112.4377347657114
NativeYap1,2.0,190.0,70.520419066719
NativeYap1,4.0,190.0,20.996226983186084
NativeYap1,0.0,200.0,2122.2558021592463
NativeYap1,0.1,200.0,2779.9698046138
NativeYap1,0.2,200.0,3132.950417917928
NativeYap1,0.5,200.0,3963.496508406823
NativeYap1,1.0,200.0,2016.4443322055868
NativeYap1,2.0,200.0,65.16135368193999
NativeYap1,4.0,200.0,7.059288855484262
NativeYap1,0.0,210.0,2159.837546374572
NativeYap1,0.1,210.0,2792.3371833245897
NativeYap1,0.2,210.0,3131.717696078283
NativeYap1,0.5,210.0,3904.6872890870777
NativeYap1,1.0,210.0,1934.2628109424168
NativeYap1,2.0,210.0,76.21626840036426
NativeYap1,4.0,210.0,0.7783643278960758
NativeYap1,0.0,220.0,2152.059849939504
NativeYap1,0.1,220.0,2774.841472002607
NativeYap1,0.2,220.0,3133.8014914765604
NativeYap1,0.5,220.0,3927.9913094539825
NativeYap1,1.0,220.0,2035.2066785035668
NativeYap1,2.0,220.0,45.07774623828783
NativeYap1,4.0,220.0,-15.499442671125294
NativeYap1,0.0,230.0,2194.9979559735657
NativeYap1,0.1,230.0,2785.500048971675
NativeYap1,0.2,230.0,3151.7365513300974
NativeYap1,0.5,230.0,3928.1534068055666
NativeYap1,1.0,230.0,2055.5629283110125
NativeYap1,2.0,230.0,37.03318776070099
NativeYap1,4.0,230.0,-30.566872165223884
NativeYap1,0.0,240.0,2237.25826145181
NativeYap1,0.1,240.0,2787.568820918626
NativeYap1,0.2,240.0,3124.124878782464
NativeYap1,0.5,240.0,3904.2774104377054
NativeYap1,1.0,240.0,2164.3745884067316
NativeYap1,2.0,240.0,21.332517440189452
NativeYap1,4.0,240.0,-3.8326161483606476
AlteredYap1,0.0,0.0,1436.9831557331556
AlteredYap1,0.1,0.0,1435.599473809013
AlteredYap1,0.2,0.0,1531.6400103337326
AlteredYap1,0.5,0.0,1450.3048780487804
AlteredYap1,1.0,0.0,1177.588387069866
AlteredYap1,2.0,0.0,1113.0348913759053
AlteredYap1,4.0,0.0,1051.0354975506325
AlteredYap1,0.0,10.0,1474.5667065327605
AlteredYap1,0.1,10.0,1452.785081922358
AlteredYap1,0.2,10.0,1379.8418512704227
AlteredYap1,0.5,10.0,1436.4354281931244
AlteredYap1,1.0,10.0,1096.2724486567404
AlteredYap1,2.0,10.0,862.013862148633
AlteredYap1,4.0,10.0,892.8274340039046
AlteredYap1,0.0,20.0,1422.602232983589
AlteredYap1,0.1,20.0,1447.3109773453969
AlteredYap1,0.2,20.0,1312.5076860012298
AlteredYap1,0.5,20.0,1297.8234728234727
AlteredYap1,1.0,20.0,1042.7008177008177
AlteredYap1,2.0,20.0,703.0536954601795
AlteredYap1,4.0,20.0,650.4351698714698
AlteredYap1,0.0,30.0,1629.8394299471886
AlteredYap1,0.1,30.0,1490.8181431169935
AlteredYap1,0.2,30.0,1460.8024330331034
AlteredYap1,0.5,30.0,1246.0527921311443
AlteredYap1,1.0,30.0,1002.8659481055989
AlteredYap1,2.0,30.0,580.6516124142194
AlteredYap1,4.0,30.0,488.0952380952381
